Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels
Create journals for fixed assets in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/create-journals/,6,71,311,54.55%,44,24,23,,5.166388889,4.365962441,25,4,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Discover and analyze content in place using Advanced eDiscovery,https://docs.microsoft.com/en-us/learn/modules/advanced-ediscovery/,10,202,863,21.24%,113,24,21,,53.43361111,15.87136964,122,,,,,m365;office-365,administrator,intermediate
Explore the art world by using RESTful APIs,https://docs.microsoft.com/en-us/learn/modules/use-apis-discover-museum-art/,10,226,"1,047",22.86%,105,24,24,,46.27888889,12.28643068,38,5,3,,,vs-code,developer;student,beginner
Intro to data classification and protection,https://docs.microsoft.com/en-us/learn/modules/intro-to-data-classification-protection/,8,94,422,50.00%,48,24,31,,22.81055556,14.55992908,51,5,2,,,azure;azure-active-directory;m365-information-protection,administrator;devops-engineer;solution-architect;security-engineer,beginner
Introduction to Azure HDInsight,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-hdinsight/,6,115,541,36.92%,65,24,25,,24.33722222,12.69768116,33,,,,,azure;azure-hdinsight,administrator;database-administrator;data-engineer;data-scientist,beginner
Introduction to Form Recognizer,https://docs.microsoft.com/en-us/learn/modules/intro-to-form-recognizer/,7,128,581,28.24%,85,24,25,,18.39916667,8.624609375,31,5,3,43,34,azure;azure-cognitive-services;azure-form-recognizer,ai-engineer;data-scientist;developer;solution-architect;student,beginner
Manage your organization with Dynamics 365 Human Resources,https://docs.microsoft.com/en-us/learn/modules/manage-organization/,12,101,610,41.38%,58,24,22,1,21.84944444,12.97986799,98,5,2,,,dynamics-365;dynamics-human-resources,business-user;functional-consultant,beginner
Measure Teams collaboration with the Microsoft Teams insights dashboard in Microsoft Viva Insights (Workplace Analytics),https://docs.microsoft.com/en-us/learn/modules/workplace-analytics-teams-insights/,5,148,492,36.36%,66,24,27,1,19.20194444,7.784572072,28,5,1,,,m365;m365-workplace-analytics;office-teams;power-bi,business-analyst;data-analyst;business-owner,intermediate
Migrate an on-premises web application to Azure App Service,https://docs.microsoft.com/en-us/learn/modules/migrate-app-service-migration-assistant/,8,528,"2,066",8.54%,281,24,26,,89.1525,10.13096591,36,,,94,73,azure;azure-app-service;azure-migrate,developer,beginner
Orchestrate containers on Windows Server using Kubernetes,https://docs.microsoft.com/en-us/learn/modules/orchestrate-containers-windows-server-using-kubernetes/,9,140,502,43.64%,55,24,33,,30.3975,13.0275,65,4.6,5,,,windows-server,administrator;solution-architect,intermediate
Perform advanced streaming data transformations with Apache Spark and Kafka in Azure HDInsight,https://docs.microsoft.com/en-us/learn/modules/perform-advanced-streaming-data-transformations-with-spark-kafka/,11,189,838,27.27%,88,24,23,,41.51444444,13.17918871,46,5,2,,,azure-hdinsight,data-engineer;data-scientist,intermediate
Receive orders in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/receive-orders/,6,85,369,40.00%,60,24,25,,9.7075,6.852352941,39,4,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Search for content in the Microsoft 365 compliance center,https://docs.microsoft.com/en-us/learn/modules/search-for-content-security-compliance-center/,9,74,449,51.06%,47,24,32,,16.06805556,13.02815315,42,5,1,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Separate your UI and code with Xamarin.Forms data binding,https://docs.microsoft.com/en-us/learn/modules/separate-your-ui-and-code-with-xamarin-forms-data-binding/,8,133,822,28.92%,83,24,24,,72.2275,32.58383459,51,5,1,,,xamarin;dotnet;vs,developer,intermediate
SQL Server Discovery using the Microsoft Assessment and Planning (MAP) toolkit,https://docs.microsoft.com/en-us/learn/modules/sql-server-discovery-using-map/,7,430,"1,324",13.64%,176,24,18,,55.10194444,7.688643411,43,,,26,23,sql-server,administrator,beginner
Use item journals in the warehouse in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/use-item-journals-warehouse/,7,103,463,42.86%,56,24,22,,12.71583333,7.407281553,37,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Active Directory handling in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/active-directory/,5,108,344,46.00%,50,23,25,,8.114166667,4.50787037,34,5,1,,,power-platform;power-automate,administrator;developer;maker,advanced
Build a machine learning model,https://docs.microsoft.com/en-us/learn/modules/machine-learning-model-nasa/,10,140,608,37.10%,62,23,22,,13.87861111,5.94797619,35,5,3,,,vs-code,student;data-scientist,beginner
Build a Power BI report with Business Central data,https://docs.microsoft.com/en-us/learn/modules/build-power-bi-report/,10,113,579,40.35%,57,23,24,,27.29916667,14.49513274,82,5,1,,,dynamics-365;dynamics-business-central,functional-consultant;developer,intermediate
Calculate and post VAT settlements in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/settlements-dynamics-365-business-central/,4,134,465,28.05%,82,23,21,,8.487777778,3.800497512,22,,,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate
Classify and moderate text with Azure Content Moderator,https://docs.microsoft.com/en-us/learn/modules/classify-and-moderate-text-with-azure-content-moderator/,6,121,600,29.49%,78,23,21,,27.05305556,13.41473829,31,4.8,5,,,azure;azure-sdks;azure-cognitive-services,developer;solution-architect;ai-engineer,intermediate
Conduct audit log investigations,https://docs.microsoft.com/en-us/learn/modules/conduct-audit-log-investigations/,9,75,373,57.50%,40,23,30,,9.086388889,7.269111111,36,5,2,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Configure activity-based subcontracting and production flow costing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/configure-subcontracting-flow-dyn365-supply-chain-mgmt/,23,87,"1,034",45.10%,51,23,23,,38.85944444,26.79961686,197,5,2,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant,advanced
Create a canvas app based on Business Central data,https://docs.microsoft.com/en-us/learn/modules/create-canvas-app/,9,91,500,44.23%,52,23,22,,20.625,13.5989011,73,4,1,,,dynamics-365;dynamics-business-central,developer;functional-consultant;business-user,intermediate
Create cost accounting master data in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/master-data-dynamics-365-business-central/,6,75,387,47.92%,48,23,20,,21.81333333,17.45066667,60,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Examine the Microsoft Store for Business,https://docs.microsoft.com/en-us/learn/modules/introduction-to-microsoft-store-for-business/,7,62,281,74.19%,31,23,32,,6.154722222,5.956182796,30,5,4,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Explore Azure App Service deployment slots,https://docs.microsoft.com/en-us/learn/modules/understand-app-service-deployment-slots/,7,45,281,71.88%,32,23,27,,7.895833333,10.52777778,21,5,1,,,azure;azure-app-service,developer,intermediate
Explore Office 365 Message Encryption,https://docs.microsoft.com/en-us/learn/modules/explore-office-365-message-encryption/,8,54,319,71.88%,32,23,28,,6.632777778,7.369753086,32,5,3,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Explore retention in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/explore-retention-microsoft-365/,9,81,431,45.10%,51,23,34,,23.0875,17.10185185,51,5,2,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Introduction to Azure Advisor,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-advisor/,6,91,305,51.11%,45,23,26,2,10.11277778,6.667765568,16,4.5,2,,,azure,developer;administrator;solution-architect;technology-manager,beginner
Introduction to Microsoft Relationship Sales Solution (MRSs) value proposition for your clients,https://docs.microsoft.com/en-us/learn/modules/value-proposition-mrss/,4,312,859,12.17%,189,23,22,,29.6725,5.70625,20,5,1,,,dynamics-365;dynamics-sales,business-user;functional-consultant,beginner
Introduction to test automation in Business Central,https://docs.microsoft.com/en-us/learn/modules/introduction-test-automation/,7,216,"1,126",18.70%,123,23,21,,62.25305556,17.29251543,54,,,,,dynamics-365;dynamics-business-central,developer,intermediate
Leadership and policy - Education Transformation Framework,https://docs.microsoft.com/en-us/learn/modules/leadership-policy-education-transformation-framework/,7,45,245,76.67%,30,23,23,4,2.085833333,2.781111111,53,,,,,office-teams,k-12-educator;school-leader,beginner
Message queues and stream processing,https://docs.microsoft.com/en-us/learn/modules/cmu-message-queues-streams/,8,237,808,18.85%,122,23,22,,58.51722222,14.81448664,62,4,4,,,azure,developer;student,beginner
OCR technologies in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/ocr-technologies/,5,57,246,63.89%,36,23,22,,2.088611111,2.198538012,27,5,3,,,power-automate;power-platform,maker;developer;functional-consultant,intermediate
Plan your Windows 10 Subscription Activation strategy,https://docs.microsoft.com/en-us/learn/modules/plan-your-windows-10-subscription-activation-strategy/,6,88,264,71.88%,32,23,28,,12.30944444,8.39280303,21,5,2,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Receive and put away inventory items in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/receive-put-away-items/,8,95,565,39.66%,58,23,23,,21.8425,13.79526316,61,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Scripting in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/scripting/,6,120,376,42.59%,54,23,22,,8.0375,4.01875,33,5,1,,,power-automate;power-platform,maker;functional-consultant;developer,advanced
Set up a mixed reality project in Unity with the Mixed Reality Toolkit,https://docs.microsoft.com/en-us/learn/modules/mixed-reality-toolkit-project-unity/,9,546,"2,378",8.33%,276,23,16,,84.94222222,9.334310134,44,5,4,,,windows;windows-mixed-reality;mrtk;hololens,developer,beginner
Set up XBRL reports in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/xbrl-reports-dynamics-365-business-central/,7,112,616,35.38%,65,23,24,,13.25666667,7.101785714,46,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Start the machine learning lifecycle with MLOps,https://docs.microsoft.com/en-us/learn/modules/start-ml-lifecycle-mlops/,7,405,"1,501",10.45%,220,23,19,,71.07861111,10.53016461,30,4.5,4,,,azure;dynamics-365;m365,functional-consultant;business-user,intermediate
Transfer general ledger entries to cost accounting in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/transfer-gl-entries-dynamics-365-business-central/,5,67,251,62.16%,37,23,18,,11.59222222,10.38109453,29,,,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate
Use Azure Pipelines for CI/CD with Business Central,https://docs.microsoft.com/en-us/learn/modules/use-azure-pipelines/,9,269,"1,612",14.11%,163,23,21,,71.34055556,15.91239157,43,5,1,,,dynamics-365;dynamics-business-central,developer,intermediate
Use branching and merging with Git for Business Central,https://docs.microsoft.com/en-us/learn/modules/use-branch-merge-git/,9,110,484,38.98%,59,23,24,,21.46916667,11.71045455,64,4,1,,,dynamics-365;dynamics-business-central,developer,intermediate
Build Microsoft Teams customization using the SharePoint Framework,https://docs.microsoft.com/en-us/learn/modules/sharepoint-spfx-teams-dev/,8,157,617,25.88%,85,22,22,,34.19555556,13.06836518,65,5,1,,,m365;office-sp-framework,developer,intermediate
Classify types of space rocks in photos by using artificial intelligence,https://docs.microsoft.com/en-us/learn/modules/train-test-predictive-ai-model-nasa/,9,107,598,40.74%,54,22,26,,28.40666667,15.92897196,44,5,5,,,vs-code,student;data-scientist,beginner
Create and process scheduled kanbans in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/create-process-scheduled-kanbans-dyn365-supply-chain-mgmt/,6,73,310,53.66%,41,22,22,,18.19638889,14.95593607,85,5,1,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,intermediate
Cross dock items in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/cross-dock-items/,5,62,260,56.41%,39,22,23,,2.365,2.288709677,17,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Deploy SharePoint Framework components to production,https://docs.microsoft.com/en-us/learn/modules/sharepoint-spfx-deployment/,8,142,649,30.14%,73,22,23,1,36.17527778,15.28532864,82,,,,,m365;office-sp-framework,developer,intermediate
Develop a Role Center in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/develop-role-center/,9,207,"1,135",14.19%,155,22,20,,48.33916667,14.01135266,60,5,1,,,dynamics-365;dynamics-business-central,developer,intermediate
Explore security concepts in Azure Machine Learning,https://docs.microsoft.com/en-us/learn/modules/azure-machine-learning-security/,8,96,445,41.51%,53,22,30,1,25.12027778,15.70017361,36,,,,,azure;azure-machine-learning,ai-engineer;data-scientist;developer;solution-architect;student,beginner
Implement threat detection using Microsoft Cloud App Security,https://docs.microsoft.com/en-us/learn/modules/microsoft-cloud-app-security-threat-detection/,6,55,249,68.75%,32,22,24,,9.8075,10.69909091,34,5,2,,,m365-ems-cloud-app-security,administrator,beginner
Introduction to Azure IoT Central,https://docs.microsoft.com/en-us/learn/modules/introduction-to-azure-iot-central/,6,184,597,25.58%,86,22,16,1,32.83611111,10.70742754,31,4.333333333,3,,,azure;azure-iot-central,administrator;business-user;developer;maker;solution-architect,beginner
